mode,process_id,workload_name,algorithm,allocation_policy,memory_frames,repetition_id,duration_ns,metadata,duration_ms
shared,1,sample_trace,LRU,ProportionalAllocation,4,0,5700,{'interleave': 'trace-order'},0.0057
shared_total,,trace-driven,LRU,ProportionalAllocation,4,1,18000,{'interleave': 'trace-order'},0.018
shared,0,sample_trace,LRU,ProportionalAllocation,4,1,4700,{'interleave': 'trace-order'},0.0047
shared,1,sample_trace,LRU,ProportionalAllocation,4,1,5600,{'interleave': 'trace-order'},0.0056
shared_total,,trace-driven,LRU,ProportionalAllocation,4,2,16200,{'interleave': 'trace-order'},0.0162
shared,0,sample_trace,LRU,ProportionalAllocation,4,2,4400,{'interleave': 'trace-order'},0.0044
shared,1,sample_trace,LRU,ProportionalAllocation,4,2,5400,{'interleave': 'trace-order'},0.0054
shared_total,,trace-driven,LRU,ProportionalAllocation,4,3,15800,{'interleave': 'trace-order'},0.0158
shared,0,sample_trace,LRU,ProportionalAllocation,4,3,4000,{'interleave': 'trace-order'},0.004
shared,1,sample_trace,LRU,ProportionalAllocation,4,3,5200,{'interleave': 'trace-order'},0.0052
shared_total,,trace-driven,LRU,ProportionalAllocation,4,4,15400,{'interleave': 'trace-order'},0.0154
shared,0,sample_trace,LRU,ProportionalAllocation,4,4,4000,{'interleave': 'trace-order'},0.004
shared,1,sample_trace,LRU,ProportionalAllocation,4,4,5400,{'interleave': 'trace-order'},0.0054
shared_total,,trace-driven,LRU,ProportionalAllocation,4,5,15700,{'interleave': 'trace-order'},0.0157
shared,0,sample_trace,LRU,ProportionalAllocation,4,5,3800,{'interleave': 'trace-order'},0.0038
shared,1,sample_trace,LRU,ProportionalAllocation,4,5,5400,{'interleave': 'trace-order'},0.0054
shared_total,,trace-driven,LRU,ProportionalAllocation,4,6,15400,{'interleave': 'trace-order'},0.0154
shared,0,sample_trace,LRU,ProportionalAllocation,4,6,3900,{'interleave': 'trace-order'},0.0039
shared,1,sample_trace,LRU,ProportionalAllocation,4,6,5300,{'interleave': 'trace-order'},0.0053
shared_total,,trace-driven,LRU,ProportionalAllocation,4,7,15500,{'interleave': 'trace-order'},0.0155
shared,0,sample_trace,LRU,ProportionalAllocation,4,7,4000,{'interleave': 'trace-order'},0.004
shared,1,sample_trace,LRU,ProportionalAllocation,4,7,5200,{'interleave': 'trace-order'},0.0052
shared_total,,trace-driven,NRU,GlobalAllocation,4,0,27700,{'interleave': 'trace-order'},0.0277
shared,0,sample_trace,NRU,GlobalAllocation,4,0,6500,{'interleave': 'trace-order'},0.0065
shared,1,sample_trace,NRU,GlobalAllocation,4,0,11500,{'interleave': 'trace-order'},0.0115
shared_total,,trace-driven,NRU,GlobalAllocation,4,1,24100,{'interleave': 'trace-order'},0.0241
shared,0,sample_trace,NRU,GlobalAllocation,4,1,6000,{'interleave': 'trace-order'},0.006
shared,1,sample_trace,NRU,GlobalAllocation,4,1,10000,{'interleave': 'trace-order'},0.01
shared_total,,trace-driven,NRU,GlobalAllocation,4,2,22600,{'interleave': 'trace-order'},0.0226
shared,0,sample_trace,NRU,GlobalAllocation,4,2,6000,{'interleave': 'trace-order'},0.006
shared,1,sample_trace,NRU,GlobalAllocation,4,2,9500,{'interleave': 'trace-order'},0.0095
shared_total,,trace-driven,NRU,GlobalAllocation,4,3,20900,{'interleave': 'trace-order'},0.0209
shared,0,sample_trace,NRU,GlobalAllocation,4,3,5300,{'interleave': 'trace-order'},0.0053
shared,1,sample_trace,NRU,GlobalAllocation,4,3,8700,{'interleave': 'trace-order'},0.0087
shared_total,,trace-driven,NRU,GlobalAllocation,4,4,20300,{'interleave': 'trace-order'},0.0203
shared,0,sample_trace,NRU,GlobalAllocation,4,4,5000,{'interleave': 'trace-order'},0.005
shared,1,sample_trace,NRU,GlobalAllocation,4,4,8700,{'interleave': 'trace-order'},0.0087
shared_total,,trace-driven,NRU,GlobalAllocation,4,5,20500,{'interleave': 'trace-order'},0.0205
shared,0,sample_trace,NRU,GlobalAllocation,4,5,4900,{'interleave': 'trace-order'},0.0049
shared,1,sample_trace,NRU,GlobalAllocation,4,5,8600,{'interleave': 'trace-order'},0.0086
shared_total,,trace-driven,NRU,GlobalAllocation,4,6,20600,{'interleave': 'trace-order'},0.0206
shared,0,sample_trace,NRU,GlobalAllocation,4,6,5100,{'interleave': 'trace-order'},0.0051
shared,1,sample_trace,NRU,GlobalAllocation,4,6,8400,{'interleave': 'trace-order'},0.0084
shared_total,,trace-driven,NRU,GlobalAllocation,4,7,19400,{'interleave': 'trace-order'},0.0194
shared,0,sample_trace,NRU,GlobalAllocation,4,7,4700,{'interleave': 'trace-order'},0.0047
shared,1,sample_trace,NRU,GlobalAllocation,4,7,8000,{'interleave': 'trace-order'},0.008
shared_total,,trace-driven,NRU,LocalAllocation,4,0,13200,{'interleave': 'trace-order'},0.0132
shared,0,sample_trace,NRU,LocalAllocation,4,0,2900,{'interleave': 'trace-order'},0.0029
shared,1,sample_trace,NRU,LocalAllocation,4,0,3800,{'interleave': 'trace-order'},0.0038
shared_total,,trace-driven,NRU,LocalAllocation,4,1,11400,{'interleave': 'trace-order'},0.0114
shared,0,sample_trace,NRU,LocalAllocation,4,1,2800,{'interleave': 'trace-order'},0.0028
shared,1,sample_trace,NRU,LocalAllocation,4,1,3900,{'interleave': 'trace-order'},0.0039
shared_total,,trace-driven,NRU,LocalAllocation,4,2,10600,{'interleave': 'trace-order'},0.0106
shared,0,sample_trace,NRU,LocalAllocation,4,2,2700,{'interleave': 'trace-order'},0.0027
shared,1,sample_trace,NRU,LocalAllocation,4,2,3700,{'interleave': 'trace-order'},0.0037
shared_total,,trace-driven,NRU,LocalAllocation,4,3,11100,{'interleave': 'trace-order'},0.0111
shared,0,sample_trace,NRU,LocalAllocation,4,3,3200,{'interleave': 'trace-order'},0.0032
shared,1,sample_trace,NRU,LocalAllocation,4,3,3800,{'interleave': 'trace-order'},0.0038
shared_total,,trace-driven,NRU,LocalAllocation,4,4,9600,{'interleave': 'trace-order'},0.0096
shared,0,sample_trace,NRU,LocalAllocation,4,4,2700,{'interleave': 'trace-order'},0.0027
shared,1,sample_trace,NRU,LocalAllocation,4,4,3400,{'interleave': 'trace-order'},0.0034
shared_total,,trace-driven,NRU,LocalAllocation,4,5,9500,{'interleave': 'trace-order'},0.0095
shared,0,sample_trace,NRU,LocalAllocation,4,5,2500,{'interleave': 'trace-order'},0.0025
shared,1,sample_trace,NRU,LocalAllocation,4,5,3400,{'interleave': 'trace-order'},0.0034
shared_total,,trace-driven,NRU,LocalAllocation,4,6,10300,{'interleave': 'trace-order'},0.0103
shared,0,sample_trace,NRU,LocalAllocation,4,6,2800,{'interleave': 'trace-order'},0.0028
shared,1,sample_trace,NRU,LocalAllocation,4,6,3700,{'interleave': 'trace-order'},0.0037
shared_total,,trace-driven,NRU,LocalAllocation,4,7,9700,{'interleave': 'trace-order'},0.0097
shared,0,sample_trace,NRU,LocalAllocation,4,7,2400,{'interleave': 'trace-order'},0.0024
shared,1,sample_trace,NRU,LocalAllocation,4,7,3400,{'interleave': 'trace-order'},0.0034
shared_total,,trace-driven,NRU,ProportionalAllocation,4,0,13100,{'interleave': 'trace-order'},0.0131
shared,0,sample_trace,NRU,ProportionalAllocation,4,0,2900,{'interleave': 'trace-order'},0.0029
shared,1,sample_trace,NRU,ProportionalAllocation,4,0,3900,{'interleave': 'trace-order'},0.0039
shared_total,,trace-driven,NRU,ProportionalAllocation,4,1,17100,{'interleave': 'trace-order'},0.0171
shared,0,sample_trace,NRU,ProportionalAllocation,4,1,4300,{'interleave': 'trace-order'},0.0043
shared,1,sample_trace,NRU,ProportionalAllocation,4,1,6500,{'interleave': 'trace-order'},0.0065
shared_total,,trace-driven,NRU,ProportionalAllocation,4,2,10300,{'interleave': 'trace-order'},0.0103
shared,0,sample_trace,NRU,ProportionalAllocation,4,2,2800,{'interleave': 'trace-order'},0.0028
shared,1,sample_trace,NRU,ProportionalAllocation,4,2,3600,{'interleave': 'trace-order'},0.0036
shared_total,,trace-driven,NRU,ProportionalAllocation,4,3,9200,{'interleave': 'trace-order'},0.0092
shared,0,sample_trace,NRU,ProportionalAllocation,4,3,2500,{'interleave': 'trace-order'},0.0025
shared,1,sample_trace,NRU,ProportionalAllocation,4,3,3300,{'interleave': 'trace-order'},0.0033
shared_total,,trace-driven,NRU,ProportionalAllocation,4,4,9300,{'interleave': 'trace-order'},0.0093
shared,0,sample_trace,NRU,ProportionalAllocation,4,4,2400,{'interleave': 'trace-order'},0.0024
shared,1,sample_trace,NRU,ProportionalAllocation,4,4,3400,{'interleave': 'trace-order'},0.0034
shared_total,,trace-driven,NRU,ProportionalAllocation,4,5,9100,{'interleave': 'trace-order'},0.0091
shared,0,sample_trace,NRU,ProportionalAllocation,4,5,2300,{'interleave': 'trace-order'},0.0023
shared,1,sample_trace,NRU,ProportionalAllocation,4,5,3400,{'interleave': 'trace-order'},0.0034
shared_total,,trace-driven,NRU,ProportionalAllocation,4,6,13300,{'interleave': 'trace-order'},0.0133
shared,0,sample_trace,NRU,ProportionalAllocation,4,6,3700,{'interleave': 'trace-order'},0.0037
shared,1,sample_trace,NRU,ProportionalAllocation,4,6,4500,{'interleave': 'trace-order'},0.0045
