mode,process_id,workload_name,algorithm,allocation_policy,memory_frames,repetition_id,duration_ns,metadata,duration_ms
shared,0,demo_locality,NRU,GlobalAllocation,4,6,5100,{'interleave': 'trace-order'},0.0051
shared,1,demo_locality,NRU,GlobalAllocation,4,6,5500,{'interleave': 'trace-order'},0.0055
shared_total,,trace-driven,NRU,GlobalAllocation,4,7,12300,{'interleave': 'trace-order'},0.0123
shared,0,demo_locality,NRU,GlobalAllocation,4,7,4000,{'interleave': 'trace-order'},0.004
shared,1,demo_locality,NRU,GlobalAllocation,4,7,3800,{'interleave': 'trace-order'},0.0038
shared_total,,trace-driven,NRU,GlobalAllocation,4,8,9000,{'interleave': 'trace-order'},0.009
shared,0,demo_locality,NRU,GlobalAllocation,4,8,2500,{'interleave': 'trace-order'},0.0025
shared,1,demo_locality,NRU,GlobalAllocation,4,8,2500,{'interleave': 'trace-order'},0.0025
shared_total,,trace-driven,NRU,GlobalAllocation,4,9,8800,{'interleave': 'trace-order'},0.0088
shared,0,demo_locality,NRU,GlobalAllocation,4,9,2300,{'interleave': 'trace-order'},0.0023
shared,1,demo_locality,NRU,GlobalAllocation,4,9,2700,{'interleave': 'trace-order'},0.0027
shared_total,,trace-driven,NRU,LocalAllocation,4,0,10100,{'interleave': 'trace-order'},0.0101
shared,0,demo_locality,NRU,LocalAllocation,4,0,2700,{'interleave': 'trace-order'},0.0027
shared,1,demo_locality,NRU,LocalAllocation,4,0,2100,{'interleave': 'trace-order'},0.0021
shared_total,,trace-driven,NRU,LocalAllocation,4,1,8900,{'interleave': 'trace-order'},0.0089
shared,0,demo_locality,NRU,LocalAllocation,4,1,2500,{'interleave': 'trace-order'},0.0025
shared,1,demo_locality,NRU,LocalAllocation,4,1,1900,{'interleave': 'trace-order'},0.0019
shared_total,,trace-driven,NRU,LocalAllocation,4,2,7800,{'interleave': 'trace-order'},0.0078
shared,0,demo_locality,NRU,LocalAllocation,4,2,2200,{'interleave': 'trace-order'},0.0022
shared,1,demo_locality,NRU,LocalAllocation,4,2,1900,{'interleave': 'trace-order'},0.0019
shared_total,,trace-driven,NRU,LocalAllocation,4,3,7400,{'interleave': 'trace-order'},0.0074
shared,0,demo_locality,NRU,LocalAllocation,4,3,2400,{'interleave': 'trace-order'},0.0024
shared,1,demo_locality,NRU,LocalAllocation,4,3,1800,{'interleave': 'trace-order'},0.0018
shared_total,,trace-driven,NRU,LocalAllocation,4,4,7200,{'interleave': 'trace-order'},0.0072
shared,0,demo_locality,NRU,LocalAllocation,4,4,2100,{'interleave': 'trace-order'},0.0021
shared,1,demo_locality,NRU,LocalAllocation,4,4,1800,{'interleave': 'trace-order'},0.0018
shared_total,,trace-driven,NRU,LocalAllocation,4,5,7300,{'interleave': 'trace-order'},0.0073
shared,0,demo_locality,NRU,LocalAllocation,4,5,2100,{'interleave': 'trace-order'},0.0021
shared,1,demo_locality,NRU,LocalAllocation,4,5,1700,{'interleave': 'trace-order'},0.0017
shared_total,,trace-driven,NRU,LocalAllocation,4,6,7300,{'interleave': 'trace-order'},0.0073
shared,0,demo_locality,NRU,LocalAllocation,4,6,2000,{'interleave': 'trace-order'},0.002
shared,1,demo_locality,NRU,LocalAllocation,4,6,1800,{'interleave': 'trace-order'},0.0018
shared_total,,trace-driven,NRU,LocalAllocation,4,7,8500,{'interleave': 'trace-order'},0.0085
shared,0,demo_locality,NRU,LocalAllocation,4,7,2200,{'interleave': 'trace-order'},0.0022
shared,1,demo_locality,NRU,LocalAllocation,4,7,2200,{'interleave': 'trace-order'},0.0022
shared_total,,trace-driven,NRU,LocalAllocation,4,8,8200,{'interleave': 'trace-order'},0.0082
shared,0,demo_locality,NRU,LocalAllocation,4,8,2500,{'interleave': 'trace-order'},0.0025
shared,1,demo_locality,NRU,LocalAllocation,4,8,2000,{'interleave': 'trace-order'},0.002
shared_total,,trace-driven,NRU,LocalAllocation,4,9,7400,{'interleave': 'trace-order'},0.0074
shared,0,demo_locality,NRU,LocalAllocation,4,9,2300,{'interleave': 'trace-order'},0.0023
shared,1,demo_locality,NRU,LocalAllocation,4,9,1900,{'interleave': 'trace-order'},0.0019
shared_total,,trace-driven,NRU,ProportionalAllocation,4,0,9500,{'interleave': 'trace-order'},0.0095
shared,0,demo_locality,NRU,ProportionalAllocation,4,0,2600,{'interleave': 'trace-order'},0.0026
shared,1,demo_locality,NRU,ProportionalAllocation,4,0,1900,{'interleave': 'trace-order'},0.0019
shared_total,,trace-driven,NRU,ProportionalAllocation,4,1,8000,{'interleave': 'trace-order'},0.008
shared,0,demo_locality,NRU,ProportionalAllocation,4,1,2200,{'interleave': 'trace-order'},0.0022
shared,1,demo_locality,NRU,ProportionalAllocation,4,1,1900,{'interleave': 'trace-order'},0.0019
shared_total,,trace-driven,NRU,ProportionalAllocation,4,2,8000,{'interleave': 'trace-order'},0.008
shared,0,demo_locality,NRU,ProportionalAllocation,4,2,2400,{'interleave': 'trace-order'},0.0024
shared,1,demo_locality,NRU,ProportionalAllocation,4,2,2000,{'interleave': 'trace-order'},0.002
shared_total,,trace-driven,NRU,ProportionalAllocation,4,3,7300,{'interleave': 'trace-order'},0.0073
shared,0,demo_locality,NRU,ProportionalAllocation,4,3,2100,{'interleave': 'trace-order'},0.0021
shared,1,demo_locality,NRU,ProportionalAllocation,4,3,1700,{'interleave': 'trace-order'},0.0017
shared_total,,trace-driven,NRU,ProportionalAllocation,4,4,7400,{'interleave': 'trace-order'},0.0074
shared,0,demo_locality,NRU,ProportionalAllocation,4,4,2100,{'interleave': 'trace-order'},0.0021
shared,1,demo_locality,NRU,ProportionalAllocation,4,4,1700,{'interleave': 'trace-order'},0.0017
shared_total,,trace-driven,NRU,ProportionalAllocation,4,5,7200,{'interleave': 'trace-order'},0.0072
shared,0,demo_locality,NRU,ProportionalAllocation,4,5,2000,{'interleave': 'trace-order'},0.002
shared,1,demo_locality,NRU,ProportionalAllocation,4,5,1700,{'interleave': 'trace-order'},0.0017
shared_total,,trace-driven,NRU,ProportionalAllocation,4,6,7100,{'interleave': 'trace-order'},0.0071
shared,0,demo_locality,NRU,ProportionalAllocation,4,6,2100,{'interleave': 'trace-order'},0.0021
shared,1,demo_locality,NRU,ProportionalAllocation,4,6,1800,{'interleave': 'trace-order'},0.0018
shared_total,,trace-driven,NRU,ProportionalAllocation,4,7,7000,{'interleave': 'trace-order'},0.007
