mode,process_id,workload_name,algorithm,allocation_policy,memory_frames,repetition_id,duration_ns,metadata,duration_ms
shared_total,,trace-driven,WSClock,GlobalAllocation,6,0,14200,{'interleave': 'trace-order'},0.0142
shared,0,sample_trace,WSClock,GlobalAllocation,6,0,3800,{'interleave': 'trace-order'},0.0038
shared,1,sample_trace,WSClock,GlobalAllocation,6,0,4100,{'interleave': 'trace-order'},0.0041
shared_total,,trace-driven,WSClock,GlobalAllocation,6,1,13600,{'interleave': 'trace-order'},0.0136
shared,0,sample_trace,WSClock,GlobalAllocation,6,1,3800,{'interleave': 'trace-order'},0.0038
shared,1,sample_trace,WSClock,GlobalAllocation,6,1,4600,{'interleave': 'trace-order'},0.0046
shared_total,,trace-driven,WSClock,LocalAllocation,6,0,11400,{'interleave': 'trace-order'},0.0114
shared,0,sample_trace,WSClock,LocalAllocation,6,0,3200,{'interleave': 'trace-order'},0.0032
shared,1,sample_trace,WSClock,LocalAllocation,6,0,2600,{'interleave': 'trace-order'},0.0026
shared_total,,trace-driven,WSClock,LocalAllocation,6,1,9200,{'interleave': 'trace-order'},0.0092
shared,0,sample_trace,WSClock,LocalAllocation,6,1,2700,{'interleave': 'trace-order'},0.0027
shared,1,sample_trace,WSClock,LocalAllocation,6,1,2200,{'interleave': 'trace-order'},0.0022
shared_total,,trace-driven,WSClock,ProportionalAllocation,6,0,10400,{'interleave': 'trace-order'},0.0104
shared,0,sample_trace,WSClock,ProportionalAllocation,6,0,3000,{'interleave': 'trace-order'},0.003
shared,1,sample_trace,WSClock,ProportionalAllocation,6,0,2200,{'interleave': 'trace-order'},0.0022
shared_total,,trace-driven,WSClock,ProportionalAllocation,6,1,8800,{'interleave': 'trace-order'},0.0088
shared,0,sample_trace,WSClock,ProportionalAllocation,6,1,2700,{'interleave': 'trace-order'},0.0027
