profile,workload_name,algorithm,allocation_policy,memory_frames,process_id,trials,mean_ns,median_ns,std_ns,cv,min_ns,max_ns,range_ns
trace_quiet,sample_trace,WSClock,LocalAllocation,6,1,8,2937.5,2700.0,641.29,0.218311,2500.0,4500.0,2000.0
trace_quiet,sample_trace,WSClock,LocalAllocation,8,0,8,2462.5,2400.0,184.68,0.074997,2300.0,2700.0,400.0
trace_quiet,sample_trace,WSClock,LocalAllocation,8,1,8,2650.0,2600.0,75.59,0.028526,2600.0,2800.0,200.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,4,0,8,2412.5,2400.0,83.45,0.034592,2300.0,2500.0,200.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,4,1,8,2662.5,2650.0,118.77,0.04461,2500.0,2900.0,400.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,5,0,8,2437.5,2400.0,106.07,0.043514,2300.0,2600.0,300.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,5,1,8,3112.5,2650.0,1220.58,0.392155,2500.0,6100.0,3600.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,6,0,8,2450.0,2400.0,169.03,0.068992,2300.0,2700.0,400.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,6,1,8,2650.0,2600.0,192.72,0.072726,2400.0,2900.0,500.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,8,0,8,2537.5,2400.0,373.93,0.14736,2200.0,3400.0,1200.0
trace_quiet,sample_trace,WSClock,ProportionalAllocation,8,1,8,2612.5,2600.0,135.62,0.051912,2500.0,2900.0,400.0
