workload_label,workload_kind,trace_name,algorithm,allocation_policy,memory_frames,repetition_id,process_id,t_isolated_ms,t_shared_ms,slowdown,page_faults,replacements,disk_reads,disk_writes
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,3,0,0.0038,0.0041,1.0789473684210527,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,3,1,0.0035,0.0041,1.1714285714285715,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,4,0,0.0024,0.0029,1.2083333333333333,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,4,1,0.0025,0.0029,1.16,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,5,0,0.0212,0.0028,0.1320754716981132,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,5,1,0.0043,0.0027,0.627906976744186,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,6,0,0.0036,0.0051,1.4166666666666667,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,6,1,0.0034,0.0055,1.6176470588235294,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,7,0,0.0026,0.004,1.5384615384615385,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,7,1,0.0024,0.0038,1.5833333333333333,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,8,0,0.0024,0.0025,1.0416666666666667,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,8,1,0.0024,0.0025,1.0416666666666667,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,9,0,0.0023,0.0023,1.0,1,,,
trace-driven,trace,demo_locality,NRU,GlobalAllocation,4,9,1,0.0022,0.0027,1.2272727272727273,1,,,
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,0,0,0.0022,0.0027,1.2272727272727273,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,0,1,0.0021,0.0021,1.0,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,1,0,0.0022,0.0025,1.1363636363636365,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,1,1,0.0021,0.0019,0.9047619047619048,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,2,0,0.0023,0.0022,0.9565217391304348,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,2,1,0.0021,0.0019,0.9047619047619048,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,3,0,0.0021,0.0024,1.1428571428571428,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,3,1,0.002,0.0018,0.9,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,4,0,0.0021,0.0021,1.0,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,4,1,0.0021,0.0018,0.8571428571428571,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,5,0,0.0023,0.0021,0.9130434782608695,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,5,1,0.002,0.0017,0.85,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,6,0,0.0021,0.002,0.9523809523809523,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,6,1,0.002,0.0018,0.9,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,7,0,0.0021,0.0022,1.0476190476190477,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,7,1,0.0024,0.0022,0.9166666666666666,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,8,0,0.0021,0.0025,1.1904761904761905,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,8,1,0.0022,0.002,0.9090909090909091,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,9,0,0.002,0.0023,1.15,1,0,1,0
trace-driven,trace,demo_locality,NRU,LocalAllocation,4,9,1,0.002,0.0019,0.95,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,0,0,0.0023,0.0026,1.1304347826086956,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,0,1,0.002,0.0019,0.95,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,1,0,0.0021,0.0022,1.0476190476190477,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,1,1,0.0021,0.0019,0.9047619047619048,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,2,0,0.0021,0.0024,1.1428571428571428,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,2,1,0.002,0.002,1.0,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,3,0,0.0022,0.0021,0.9545454545454546,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,3,1,0.0021,0.0017,0.8095238095238095,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,4,0,0.0021,0.0021,1.0,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,4,1,0.0021,0.0017,0.8095238095238095,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,5,0,0.0023,0.002,0.8695652173913043,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,5,1,0.002,0.0017,0.85,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,6,0,0.0022,0.0021,0.9545454545454546,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,6,1,0.0022,0.0018,0.8181818181818182,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,7,0,0.002,0.0021,1.05,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,7,1,0.0021,0.0016,0.7619047619047619,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,8,0,0.002,0.0021,1.05,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,8,1,0.002,0.0015,0.75,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,9,0,0.0023,0.002,0.8695652173913043,1,0,1,0
trace-driven,trace,demo_locality,NRU,ProportionalAllocation,4,9,1,0.0023,0.0016,0.6956521739130435,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,0,0,0.003,0.0039,1.3,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,0,1,0.0029,0.0036,1.2413793103448276,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,1,0,0.003,0.003,1.0,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,1,1,0.0025,0.0032,1.28,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,2,0,0.0027,0.0027,1.0,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,2,1,0.0026,0.0029,1.1153846153846154,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,3,0,0.0027,0.003,1.1111111111111112,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,3,1,0.0023,0.0029,1.2608695652173914,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,4,0,0.0025,0.0028,1.12,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,4,1,0.0024,0.0027,1.125,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,5,0,0.0024,0.0026,1.0833333333333333,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,5,1,0.0024,0.0028,1.1666666666666667,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,6,0,0.0027,0.0027,1.0,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,6,1,0.0023,0.0026,1.1304347826086956,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,7,0,0.0023,0.0027,1.173913043478261,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,7,1,0.0022,0.0024,1.0909090909090908,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,8,0,0.0023,0.0023,1.0,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,8,1,0.0022,0.0025,1.1363636363636365,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,9,0,0.0023,0.0025,1.0869565217391304,1,,,
trace-driven,trace,demo_locality,SecondChance,GlobalAllocation,4,9,1,0.0023,0.0026,1.1304347826086956,1,,,
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,0,0,0.0023,0.0026,1.1304347826086956,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,0,1,0.0019,0.002,1.0526315789473684,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,1,0,0.0023,0.0023,1.0,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,1,1,0.002,0.0019,0.95,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,2,0,0.0021,0.0022,1.0476190476190477,1,0,1,0
