config_label,workload_kind,workload_label,trace_name,algorithm,allocation_policy,total_frames,process_count,source_file_count,trial_count,page_fault_total,page_fault_rate_mean,page_fault_rate_median,page_fault_rate_std,page_fault_rate_ci_low,page_fault_rate_ci_high,page_faults_mean,page_faults_median,page_faults_std,page_faults_ci_low,page_faults_ci_high,page_faults_sum,page_replacements_mean,disk_reads_mean,disk_writes_mean,total_disk_io_mean,runtime_ms_mean,throughput_mean,worst_case_slowdown_mean,mean_slowdown_mean,aggregate_wss_mean,aggregate_wss_median,aggregate_wss_std,aggregate_wss_ci_low,aggregate_wss_ci_high,aggregate_wss_sum,memory_ratio_to_wss_mean,memory_ratio_to_wss_median,memory_ratio_to_wss_std,memory_ratio_to_wss_ci_low,memory_ratio_to_wss_ci_high,memory_ratio_to_wss_sum,fairness_jains_index_mean,fairness_variance_mean,fairness_cv_mean,fairness_max_ratio_mean,fairness_mean_mean,fairness_std_mean,fairness_min_mean,fairness_max_mean,outlier_trial_count,validation_issue_count,source_files
synthetic | streaming | SecondChance | GlobalAllocation | f408 | p2,synthetic,streaming,,SecondChance,GlobalAllocation,408,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,2.2227099999999997,1396476.075530302,2.533146574641848,2.3650397006860264,340.0,340.0,0.0,340.0,340.0,3400.0,1.2,1.2,0.0,1.2,1.2,12.0,0.9947123441913439,0.05979186570527801,0.0710016325933413,1.1535516138301973,2.3650397006860264,0.16810687395582097,2.1969328267302055,2.533146574641848,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_GlobalAllocation_p2_f408.json
synthetic | streaming | SecondChance | GlobalAllocation | f510 | p2,synthetic,streaming,,SecondChance,GlobalAllocation,510,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,2.01684,1487490.9610149497,2.505389760941446,2.334472767856768,340.0,340.0,0.0,340.0,340.0,3400.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9944923863819322,0.06037709343226488,0.07321796634370216,1.1584643494339313,2.334472767856768,0.17091699308467811,2.1635557747720897,2.505389760941446,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_GlobalAllocation_p2_f510.json
synthetic | streaming | SecondChance | GlobalAllocation | f605 | p4,synthetic,streaming,,SecondChance,GlobalAllocation,605,4,1,10,0.0,0.2750666666666667,0.27075,0.01184675295410332,0.2677239731130569,0.28240936022027646,1650.4,1624.5,71.08051772461987,1606.3438386783416,1694.4561613216586,16504.0,1045.4,1650.4,487.1,2137.5,11.8805,505768.1659485101,7.81822282106174,7.150014812545415,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,0.7971047810661888,0.7960526315789473,0.0016323555946879081,0.7960930365866044,0.7981165255457732,7.971047810661887,0.9867107544986791,0.7512573476430653,0.09829043739611658,1.298638200467918,7.150014812545415,0.7047682884763843,6.059333216738921,7.81822282106174,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_GlobalAllocation_p4_f605.json
synthetic | streaming | SecondChance | GlobalAllocation | f756 | p4,synthetic,streaming,,SecondChance,GlobalAllocation,756,4,1,10,0.0,0.12811666666666666,0.128,0.0007675719293113019,0.1276409206559985,0.12859241267733482,768.7,768.0,4.605431575867782,765.8455239359911,771.554476064009,7687.0,12.7,768.7,8.1,776.8,7.08597,886194.2081032274,4.198907351804889,3.5409817585158883,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,0.9960515941917996,0.9947368421052631,0.002039769966254653,0.9947873316685504,0.9973158567150487,9.960515941917995,0.9645774633356934,0.7383187923489692,0.14157773783886965,1.5472441319968273,3.5409817585158883,0.5396778028472091,2.7750707077233745,4.198907351804889,3,23,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_GlobalAllocation_p4_f756.json
synthetic | streaming | SecondChance | GlobalAllocation | f907 | p4,synthetic,streaming,,SecondChance,GlobalAllocation,907,4,1,10,0.0,0.12661666666666668,0.12666666666666668,0.0001067187372905535,0.12655052170801104,0.12668281162532233,759.7,760.0,0.6403124237432849,759.3031302480663,760.0968697519338,7597.0,0.0,759.7,0.0,759.7,6.64762,949342.0231861871,4.086805509942913,3.630894694926946,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,1.1949984073174102,1.193421052631579,0.0024471843378213835,1.1934816267504962,1.1965151878843243,11.949984073174104,0.9841975224312113,0.43471394062574525,0.09268301649047274,1.334259223522687,3.630894694926946,0.3724360334503992,3.115786929148985,4.086805509942913,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_GlobalAllocation_p4_f907.json
synthetic | streaming | SecondChance | LocalAllocation | f1134 | p4,synthetic,streaming,,SecondChance,LocalAllocation,1134,4,1,10,0.0,0.12661666666666668,0.12666666666666668,0.0001067187372905535,0.12655052170801104,0.12668281162532233,759.7,760.0,0.6403124237432849,759.3031302480663,760.0968697519338,7597.0,0.0,759.7,0.0,759.7,2.90008,2069282.2618433603,1.5140598649312698,1.4495490714324382,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,1.4940773912876995,1.4921052631578948,0.003059654949381958,1.4921809975028257,1.4959737850725732,14.940773912876994,0.9986009897576856,0.004220311777947629,0.033166390331461244,1.0920826231226097,1.4495490714324382,0.04836475246410216,1.3871145914187037,1.5140598649312698,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p4_f1134.json
synthetic | streaming | SecondChance | LocalAllocation | f1465 | p8,synthetic,streaming,,SecondChance,LocalAllocation,1465,8,1,10,0.0,0.275225,0.275875,0.0032290026840083737,0.27322364340175637,0.27722635659824363,3302.7,3310.5,38.74803220810058,3278.6837208210763,3326.7162791789233,33027.0,1864.8,3302.7,749.8,4052.5,9.70744,1236508.162519124,2.777541481540778,2.2345479042772682,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,0.8011192442657381,0.8003278390082161,0.0017225578239861282,0.8000515918652108,0.8021868966662654,8.01119244265738,0.942923558746147,0.25117969542896273,0.20972023102790668,1.8701839035899563,2.2345479042772682,0.4686524158751572,1.485229060679151,2.777541481540778,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p8_f1465.json
synthetic | streaming | SecondChance | LocalAllocation | f1831 | p8,synthetic,streaming,,SecondChance,LocalAllocation,1831,8,1,10,0.0,0.193375,0.19308333333333333,0.0034927007219819604,0.1912102016645116,0.19553979833548837,2320.5,2317.0,41.912408663783566,2294.522419974139,2346.477580025861,23205.0,645.7,2320.5,285.3,2605.8,8.0127,1498758.429099325,2.2994632172425247,1.689571870250071,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.0012623455635266,1.000273224043716,0.002152903328135583,0.9999279622561098,1.0025967288709434,10.012623455635266,0.9692112805322188,0.1347060620073151,0.21025644071550126,1.77057564773,1.689571870250071,0.33370652140671847,1.3699361986251137,2.2994632172425247,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p8_f1831.json
synthetic | streaming | SecondChance | LocalAllocation | f2197 | p8,synthetic,streaming,,SecondChance,LocalAllocation,2197,8,1,10,0.0,0.15789166666666668,0.15825,0.001181483295598281,0.1571593757332863,0.15862395760004705,1894.7,1899.0,14.177799547179387,1885.9125087994355,1903.4874912005646,18947.0,88.0,1894.7,40.3,1935.0,6.72887,1783833.012806573,1.6840877458088672,1.4645994623985124,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.2014054468613151,1.2002186090792155,0.0025832488322850285,1.199804332647009,1.2030065610756213,12.014054468613152,0.9961387884694742,0.011246573393021882,0.06658335400756586,1.2335885782812444,1.4645994623985124,0.09723726247784001,1.366690255713766,1.6840877458088672,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p8_f2197.json
synthetic | streaming | SecondChance | LocalAllocation | f272 | p2,synthetic,streaming,,SecondChance,LocalAllocation,272,2,1,10,0.0,0.296,0.292,0.010993937723430436,0.289185886802623,0.30281411319737694,888.0,876.0,32.98181317029129,867.5576604078692,908.4423395921308,8880.0,616.0,888.0,275.5,1163.5,2.38923,1256330.7805033945,2.9959439370528145,2.836011279738212,340.0,340.0,0.0,340.0,340.0,3400.0,0.8,0.8,0.0,0.8,0.8,8.0,0.995542481371984,0.07170351584666561,0.056862126866071415,1.1236791590031023,2.836011279738212,0.15993265731460263,2.6760786224236095,2.9959439370528145,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p2_f272.json
synthetic | streaming | SecondChance | LocalAllocation | f2746 | p8,synthetic,streaming,,SecondChance,LocalAllocation,2746,8,1,10,0.0,0.15298333333333333,0.15295833333333334,0.0002260776661041761,0.15284320894414843,0.15312345772251823,1835.8,1835.5,2.7129319932501073,1834.118507329781,1837.4814926702188,18358.0,0.0,1835.8,0.0,1835.8,6.86914,1766588.6546218034,1.5204627143400031,1.4223121846262199,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.5016200988079977,1.5001366866324652,0.003228767088509198,1.4996188882333574,1.503621309382638,15.016200988079978,0.9971472078166664,0.005530953232571542,0.04739477673351213,1.1665398133304319,1.4223121846262199,0.06559983755725285,1.3139457044900698,1.5204627143400031,3,23,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p8_f2746.json
synthetic | streaming | SecondChance | LocalAllocation | f340 | p2,synthetic,streaming,,SecondChance,LocalAllocation,340,2,1,10,0.0,0.13563333333333333,0.1375,0.00841354727673041,0.1304185627045222,0.14084810396214445,406.9,412.5,25.240641830191244,391.25568811356663,422.5443118864333,4069.0,76.9,406.9,43.4,450.3,1.55289,1933933.003252424,1.8845651275283093,1.6825779798453557,340.0,340.0,0.0,340.0,340.0,3400.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9849767331514838,0.08953479064826825,0.11908658674509198,1.2736953822770418,1.6825779798453557,0.2019871476829536,1.4805908321624022,1.8845651275283093,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p2_f340.json
synthetic | streaming | SecondChance | LocalAllocation | f408 | p2,synthetic,streaming,,SecondChance,LocalAllocation,408,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,1.38357,2168903.087610272,1.4747602179063042,1.458756442766561,340.0,340.0,0.0,340.0,340.0,3400.0,1.2,1.2,0.0,1.2,1.2,12.0,0.9998442067428378,0.000684175028199035,0.01085520900609354,1.0220271809188823,1.458756442766561,0.016003775139743347,1.4427526676268176,1.4747602179063042,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p2_f408.json
synthetic | streaming | SecondChance | LocalAllocation | f510 | p2,synthetic,streaming,,SecondChance,LocalAllocation,510,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,1.38441,2167276.922945808,1.4868936007630422,1.4687566577653133,340.0,340.0,0.0,340.0,340.0,3400.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9998174361392188,0.0007795168483818344,0.012385306011734532,1.0251420642622073,1.4687566577653133,0.018136942997728778,1.4506197147675846,1.4868936007630422,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p2_f510.json
synthetic | streaming | SecondChance | LocalAllocation | f605 | p4,synthetic,streaming,,SecondChance,LocalAllocation,605,4,1,10,0.0,0.27553333333333335,0.27349999999999997,0.012130265179843893,0.2680149170816662,0.2830517495850005,1653.2,1641.0,72.78159107906339,1608.089502489997,1698.3104975100032,16532.0,1048.2,1653.2,468.7,2121.9,4.69345,1279027.2842815781,2.947382819826956,2.5646751092708744,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,0.7971047810661888,0.7960526315789473,0.0016323555946879081,0.7960930365866044,0.7981165255457732,7.971047810661887,0.9772996782355095,0.17723428599475144,0.14047209175828163,1.4472613257146933,2.5646751092708744,0.3589639872256589,2.044432686690103,2.947382819826956,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p4_f605.json
synthetic | streaming | SecondChance | LocalAllocation | f756 | p4,synthetic,streaming,,SecondChance,LocalAllocation,756,4,1,10,0.0,0.16063333333333335,0.16091666666666665,0.005872156522285678,0.1569937330133959,0.1642729336532708,963.8,965.5,35.23293913371406,941.9623980803751,985.6376019196248,9638.0,245.8,963.8,129.3,1093.1,3.45844,1736627.2365740188,2.1609764543622996,1.7680357504279218,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,0.9960515941917996,0.9947368421052631,0.002039769966254653,0.9947873316685504,0.9973158567150487,9.960515941917995,0.974845570935162,0.11745524942004286,0.16428133041369528,1.466694265636184,1.7680357504279218,0.2917852972335394,1.4734203595598188,2.1609764543622996,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p4_f756.json
synthetic | streaming | SecondChance | LocalAllocation | f907 | p4,synthetic,streaming,,SecondChance,LocalAllocation,907,4,1,10,0.0,0.12661666666666668,0.12666666666666668,0.0001067187372905535,0.12655052170801104,0.12668281162532233,759.7,760.0,0.6403124237432849,759.3031302480663,760.0968697519338,7597.0,0.0,759.7,0.0,759.7,2.88081,2085802.4000714365,1.4946387374128012,1.4161910619766225,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,1.1949984073174102,1.193421052631579,0.0024471843378213835,1.1934816267504962,1.1965151878843243,11.949984073174104,0.9876166995414721,0.02508938252956571,0.05636210243345117,1.1733261257308734,1.4161910619766225,0.07057474030001001,1.334387991502481,1.4946387374128012,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_LocalAllocation_p4_f907.json
synthetic | streaming | SecondChance | ProportionalAllocation | f1134 | p4,synthetic,streaming,,SecondChance,ProportionalAllocation,1134,4,1,10,0.0,0.12661666666666668,0.12666666666666668,0.0001067187372905535,0.12655052170801104,0.12668281162532233,759.7,760.0,0.6403124237432849,759.3031302480663,760.0968697519338,7597.0,0.0,759.7,0.0,759.7,2.92427,2053577.4116329998,1.5027795062800335,1.443351598300824,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,1.4940773912876995,1.4921052631578948,0.003059654949381958,1.4921809975028257,1.4959737850725732,14.940773912876994,0.9991036271799938,0.0025640433916473775,0.027550291281975812,1.075084766450583,1.443351598300824,0.03970319920963327,1.398617425541045,1.5027795062800335,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p4_f1134.json
synthetic | streaming | SecondChance | ProportionalAllocation | f1465 | p8,synthetic,streaming,,SecondChance,ProportionalAllocation,1465,8,1,10,0.0,0.29413333333333336,0.2941666666666667,0.006658766151973404,0.29000618731378586,0.29826047935288086,3529.6,3530.0,79.90519382368082,3480.0742477654303,3579.1257522345695,35296.0,2064.6,3529.6,925.5,4455.1,10.27895,1167801.9341494436,3.045846450948835,2.4903480251299306,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,0.8011192442657381,0.8003278390082161,0.0017225578239861282,0.8000515918652108,0.8021868966662654,8.01119244265738,0.9834553703278804,0.12412080123668154,0.13049948081977328,1.4905332550463386,2.4903480251299306,0.3250404616814836,2.0516354014500533,3.045846450948835,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p8_f1465.json
synthetic | streaming | SecondChance | ProportionalAllocation | f1831 | p8,synthetic,streaming,,SecondChance,ProportionalAllocation,1831,8,1,10,0.0,0.15487499999999998,0.15391666666666665,0.0021567883788427425,0.15353820871320745,0.15621179128679252,1858.5,1847.0,25.881460546112926,1842.4585045584895,1874.5414954415105,18585.0,29.8,1858.5,19.2,1877.7,6.6087,1817093.5870124614,1.593871110680786,1.4375170273209137,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.0012623455635266,1.000273224043716,0.002152903328135583,0.9999279622561098,1.0025967288709434,10.012623455635266,0.9874673929610158,0.018745697987262312,0.07013782338278114,1.3019235663499107,1.4375170273209137,0.10011896076794072,1.2767426475901302,1.593871110680786,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p8_f1831.json
synthetic | streaming | SecondChance | ProportionalAllocation | f2197 | p8,synthetic,streaming,,SecondChance,ProportionalAllocation,2197,8,1,10,0.0,0.15298333333333333,0.15295833333333334,0.0002260776661041761,0.15284320894414843,0.15312345772251823,1835.8,1835.5,2.7129319932501073,1834.118507329781,1837.4814926702188,18358.0,0.0,1835.8,0.0,1835.8,7.9554,1659077.1249655972,1.9253809048570165,1.6634737961381545,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.2014054468613151,1.2002186090792155,0.0025832488322850285,1.199804332647009,1.2030065610756213,12.014054468613152,0.9872940087432432,0.07637200831640235,0.0796215411195844,1.320692772291057,1.6634737961381545,0.15101843242583748,1.4638335738131651,1.9253809048570165,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p8_f2197.json
synthetic | streaming | SecondChance | ProportionalAllocation | f272 | p2,synthetic,streaming,,SecondChance,ProportionalAllocation,272,2,1,10,0.0,0.2968,0.29400000000000004,0.012232197949128621,0.28921840516337977,0.30438159483662025,890.4,882.0,36.69659384738589,867.6552154901393,913.1447845098606,8904.0,618.4,890.4,280.8,1171.2,2.41157,1246167.6031927601,3.020026753411849,2.894621511925501,340.0,340.0,0.0,340.0,340.0,3400.0,0.8,0.8,0.0,0.8,0.8,8.0,0.997664247650742,0.04005068478118577,0.04302893978521741,1.0910541756759113,2.894621511925501,0.12540524148634807,2.769216270439153,3.020026753411849,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p2_f272.json
synthetic | streaming | SecondChance | ProportionalAllocation | f2746 | p8,synthetic,streaming,,SecondChance,ProportionalAllocation,2746,8,1,10,0.0,0.15298333333333333,0.15295833333333334,0.0002260776661041761,0.15284320894414843,0.15312345772251823,1835.8,1835.5,2.7129319932501073,1834.118507329781,1837.4814926702188,18358.0,0.0,1835.8,0.0,1835.8,6.53193,1846309.1953511934,1.5460117365490744,1.4235248813829062,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.5016200988079977,1.5001366866324652,0.003228767088509198,1.4996188882333574,1.503621309382638,15.016200988079978,0.9962185647910522,0.007925212950754216,0.05591879065199071,1.2050104813340945,1.4235248813829062,0.07955975286139412,1.288679306858192,1.5460117365490744,3,23,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p8_f2746.json
synthetic | streaming | SecondChance | ProportionalAllocation | f340 | p2,synthetic,streaming,,SecondChance,ProportionalAllocation,340,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,1.44584,2086418.3273240968,1.471872573877406,1.4425331702624367,340.0,340.0,0.0,340.0,340.0,3400.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9993418373948675,0.0028783425271267605,0.019929427702576167,1.0412424635639388,1.4425331702624367,0.02933940361496958,1.413193766647467,1.471872573877406,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p2_f340.json
synthetic | streaming | SecondChance | ProportionalAllocation | f408 | p2,synthetic,streaming,,SecondChance,ProportionalAllocation,408,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,1.38617,2165599.057964979,1.495457763394866,1.4388835361524626,340.0,340.0,0.0,340.0,340.0,3400.0,1.2,1.2,0.0,1.2,1.2,12.0,0.9934071113611318,0.01857692644376205,0.044426238468539804,1.1071688085697433,1.4388835361524626,0.056574227242403505,1.3823093089100589,1.495457763394866,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p2_f408.json
synthetic | streaming | SecondChance | ProportionalAllocation | f510 | p2,synthetic,streaming,,SecondChance,ProportionalAllocation,510,2,1,10,0.0,0.11333333333333333,0.11333333333333333,0.0,0.11333333333333333,0.11333333333333333,340.0,340.0,0.0,340.0,340.0,3400.0,0.0,340.0,0.0,340.0,1.39116,2157010.979882581,1.4987223717147962,1.4746953063158037,340.0,340.0,0.0,340.0,340.0,3400.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9996010960820406,0.0017517159936457558,0.016249613709216723,1.0333231629085184,1.4746953063158037,0.024027065398992443,1.4506682409168112,1.4987223717147962,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p2_f510.json
synthetic | streaming | SecondChance | ProportionalAllocation | f605 | p4,synthetic,streaming,,SecondChance,ProportionalAllocation,605,4,1,10,0.0,0.28781666666666667,0.28808333333333336,0.01146527365569615,0.2807104164318382,0.29492291690149514,1726.9,1728.5,68.79164193417685,1684.262498591029,1769.5375014089711,17269.0,1121.9,1726.9,515.9,2242.8,5.32755,1169526.3072491926,2.967843047704831,2.562288877527382,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,0.7971047810661888,0.7960526315789473,0.0016323555946879081,0.7960930365866044,0.7981165255457732,7.971047810661887,0.982977063473611,0.21041003821013995,0.11425825783777882,1.3888532021653759,2.562288877527382,0.28060134658901964,2.2474696369187397,2.967843047704831,3,23,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p4_f605.json
synthetic | streaming | SecondChance | ProportionalAllocation | f756 | p4,synthetic,streaming,,SecondChance,ProportionalAllocation,756,4,1,10,0.0,0.13638333333333333,0.13491666666666668,0.004890495316881962,0.13335217293213747,0.1394144937345292,818.3,809.5,29.342971901291797,800.1130375928249,836.486962407175,8183.0,62.4,818.3,41.1,859.4,3.13388,1919813.3900807588,1.7617289933705642,1.5809186006620963,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,0.9960515941917996,0.9947368421052631,0.002039769966254653,0.9947873316685504,0.9973158567150487,9.960515941917995,0.9899291959934516,0.030512130543170524,0.08338968895473338,1.2536557152436845,1.5809186006620963,0.13235270711168762,1.4198881744795837,1.7617289933705642,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p4_f756.json
synthetic | streaming | SecondChance | ProportionalAllocation | f907 | p4,synthetic,streaming,,SecondChance,ProportionalAllocation,907,4,1,10,0.0,0.12661666666666668,0.12666666666666668,0.0001067187372905535,0.12655052170801104,0.12668281162532233,759.7,760.0,0.6403124237432849,759.3031302480663,760.0968697519338,7597.0,0.0,759.7,0.0,759.7,2.88671,2078771.4879873774,1.4795549148685163,1.3920942997109722,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,1.1949984073174102,1.193421052631579,0.0024471843378213835,1.1934816267504962,1.1965151878843243,11.949984073174104,0.9883222342230322,0.01953416674563502,0.06872616152452031,1.2236052221530864,1.3920942997109722,0.090546994325858,1.2492206071729433,1.4795549148685163,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_SecondChance_ProportionalAllocation_p4_f907.json
synthetic | streaming | WSClock | GlobalAllocation | f1134 | p4,synthetic,streaming,,WSClock,GlobalAllocation,1134,4,1,10,0.0,0.12661666666666668,0.12666666666666668,0.0001067187372905535,0.12655052170801104,0.12668281162532233,759.7,760.0,0.6403124237432849,759.3031302480663,760.0968697519338,7597.0,0.0,759.7,0.0,759.7,6.979620000000001,923250.3996549262,4.146416075440522,3.6321905340650282,759.0,760.0,1.5491933384829668,758.039800020829,759.960199979171,7590.0,1.4940773912876995,1.4921052631578948,0.003059654949381958,1.4921809975028257,1.4959737850725732,14.940773912876994,0.9773015685620667,0.6331693578576064,0.1066746040759638,1.3826459068670376,3.6321905340650282,0.4501398886805239,3.006044349574771,4.146416075440522,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_WSClock_GlobalAllocation_p4_f1134.json
synthetic | streaming | WSClock | GlobalAllocation | f1465 | p8,synthetic,streaming,,WSClock,GlobalAllocation,1465,8,1,10,0.0,0.275075,0.27620833333333333,0.006415308297779279,0.2710987507218206,0.2790512492781794,3300.9,3314.5,76.98369957335125,3253.1850086618474,3348.614991338153,33009.0,1835.9,3300.9,0.0,3300.9,44.14678,272955.70875474083,13.247682541553335,11.655986734975421,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,0.8011192442657381,0.8003278390082161,0.0017225578239861282,0.8000515918652108,0.8021868966662654,8.01119244265738,0.9772303527311236,2.3616390775832103,0.11987249755074587,1.5581465754517223,11.655986734975421,1.394172894911493,8.606788018520245,13.247682541553335,2,22,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_WSClock_GlobalAllocation_p8_f1465.json
synthetic | streaming | WSClock | GlobalAllocation | f1831 | p8,synthetic,streaming,,WSClock,GlobalAllocation,1831,8,1,10,0.0,0.153475,0.15333333333333332,0.0006646323127196843,0.15306305662471106,0.15388694337528894,1841.7,1840.0,7.975587752636166,1836.7566794965328,1846.6433205034673,18417.0,10.7,1841.7,0.0,1841.7,21.72943,552786.9313839312,6.12150725232482,5.514223843281185,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.0012623455635266,1.000273224043716,0.002152903328135583,0.9999279622561098,1.0025967288709434,10.012623455635266,0.971191177931324,0.5293450216019331,0.11852166005019459,1.5762861898387892,5.514223843281185,0.6494668559317132,4.020294296498389,6.12150725232482,1,21,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_WSClock_GlobalAllocation_p8_f1831.json
synthetic | streaming | WSClock | GlobalAllocation | f2197 | p8,synthetic,streaming,,WSClock,GlobalAllocation,2197,8,1,10,0.0,0.15298333333333333,0.15295833333333334,0.0002260776661041761,0.15284320894414843,0.15312345772251823,1835.8,1835.5,2.7129319932501073,1834.118507329781,1837.4814926702188,18358.0,0.0,1835.8,0.0,1835.8,21.80187,550515.045915135,6.10641579428832,5.518901378838361,1828.7,1830.5,3.925557285278104,1826.2669143870387,1831.1330856129614,18287.0,1.2014054468613151,1.2002186090792155,0.0025832488322850285,1.199804332647009,1.2030065610756213,12.014054468613152,0.9859881882009803,0.36725572595796474,0.10189569300223025,1.430875426314821,5.518901378838361,0.5627835095385832,4.274077525138451,6.10641579428832,0,20,results\raw\campaign_20260404_140330_266\synthetic_streaming\multiproc_streaming_WSClock_GlobalAllocation_p8_f2197.json
