workload_label,workload_kind,trace_name,algorithm,allocation_policy,memory_frames,repetition_id,process_id,t_isolated_ms,t_shared_ms,slowdown,page_faults,replacements,disk_reads,disk_writes
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,3,0,0.0029,0.003,1.0344827586206897,2,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,3,1,0.0028,0.0037,1.3214285714285714,3,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,4,0,0.0027,0.0026,0.9629629629629629,2,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,4,1,0.0028,0.0031,1.1071428571428572,3,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,5,0,0.0025,0.0028,1.12,2,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,5,1,0.0028,0.0032,1.1428571428571428,3,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,6,0,0.0027,0.003,1.1111111111111112,2,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,6,1,0.0027,0.0034,1.2592592592592593,3,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,7,0,0.0025,0.0028,1.12,2,,,
trace-driven,trace,sample_trace,SecondChance,GlobalAllocation,6,7,1,0.0029,0.0032,1.103448275862069,3,,,
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,0,0,0.003,0.0032,1.0666666666666667,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,0,1,0.0027,0.0026,0.9629629629629629,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,1,0,0.0024,0.0027,1.125,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,1,1,0.0026,0.0023,0.8846153846153846,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,2,0,0.0025,0.0027,1.08,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,2,1,0.0027,0.0025,0.9259259259259259,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,3,0,0.0023,0.0025,1.0869565217391304,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,3,1,0.0026,0.0022,0.8461538461538461,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,4,0,0.0023,0.0024,1.0434782608695652,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,4,1,0.0026,0.0022,0.8461538461538461,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,5,0,0.0023,0.0024,1.0434782608695652,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,5,1,0.0028,0.0023,0.8214285714285714,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,6,0,0.0024,0.0025,1.0416666666666667,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,6,1,0.0026,0.002,0.7692307692307693,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,7,0,0.0022,0.0027,1.2272727272727273,2,0,2,0
